price,location
26667,sanantonio
68888,sanantonio
99999,sanantonio
27500,sanantonio
109999,sanantonio
89999,sanantonio
124999,sanantonio
169999,sanantonio
89999,sanantonio
25221,sanantonio
55000,sanantonio
69999,losangeles
2000,losangeles
6500,losangeles
9000,losangeles
1317,losangeles
185,losangeles
395,losangeles
275,losangeles
23999,losangeles
19999,losangeles
500,losangeles
29000,losangeles
66999,losangeles
8500,losangeles
29000,losangeles
19999,losangeles
34123,phoenix
23995,phoenix
28600,phoenix
7995,phoenix
15331,phoenix
16995,phoenix
16995,phoenix
74609,phoenix
24990,phoenix
93443,phoenix
20173,phoenix
82310,phoenix
24987,phoenix
42152,phoenix
99438,phoenix
75990,phoenix
250,phoenix
64999,sfbay
19999,sfbay
19999,sfbay
7500,sfbay
35000,sfbay
64888,sfbay
51999,sfbay
16995,dallas
6700,dallas
6700,dallas
50,dallas
79950,dallas
79950,dallas
12500,dallas
25000,dallas
27995,dallas
55000,dallas
11900,dallas
3800,dallas
12995,dallas
62500,dallas
12800,dallas
18995,dallas
11900,sanantonio
19087,sanantonio
28000,sanantonio
25500,sanantonio
149999,sanantonio
99999,sanantonio
69999,sanantonio
159999,sanantonio
24444,sanantonio
49999,sanantonio
29999,sanantonio
29888,sanantonio
27777,sanantonio
10999,sanantonio
12999,sanantonio
12999,sanantonio
14999,sanantonio
23999,losangeles
23499,losangeles
3450,losangeles
84900,losangeles
39900,losangeles
24995,losangeles
19900,losangeles
35900,losangeles
28900,losangeles
50,losangeles
37999,losangeles
63999,losangeles
25375,losangeles
23440,losangeles
39957,phoenix
131447,phoenix
119713,phoenix
98639,phoenix
29995,phoenix
57400,phoenix
31348,phoenix
39995,phoenix
73798,phoenix
24900,phoenix
26995,phoenix
49995,phoenix
5100,phoenix
6950,phoenix
150,phoenix
1,phoenix
1710,phoenix
17995,dallas
12500,dallas
16995,dallas
28500,dallas
24995,dallas
18995,dallas
17000,dallas
17227,dallas
19440,dallas
6750,dallas
34777,dallas
10477,dallas
36995,dallas
29995,dallas
45,dallas
10995,dallas
16495,dallas
11111,sanantonio
18999,sanantonio
12999,sanantonio
18999,sanantonio
69090,sanantonio
25364,sanantonio
22093,sanantonio
55947,sanantonio
53779,sanantonio
34999,sanantonio
23999,sanantonio
34999,sanantonio
19999,sanantonio
85453,sanantonio
20999,losangeles
22999,losangeles
17999,losangeles
23999,losangeles
8000,losangeles
18999,losangeles
18499,losangeles
29999,losangeles
24500,losangeles
31996,losangeles
28900,losangeles
64999,losangeles
13999,losangeles
19999,losangeles
1,phoenix
49995,phoenix
43995,phoenix
12995,phoenix
20168,phoenix
19995,phoenix
67453,phoenix
39995,phoenix
17995,phoenix
14995,phoenix
12995,phoenix
12787,phoenix
28500,dallas
13900,dallas
19995,dallas
39900,dallas
48900,dallas
11900,dallas
17995,dallas
12995,dallas
14995,dallas
27500,dallas
15900,dallas
39900,dallas
29900,dallas
73500,dallas
15500,dallas
29900,dallas
16999,sanantonio
22222,sanantonio
16999,sanantonio
25512,sanantonio
189999,sanantonio
26227,sanantonio
49999,sanantonio
24000,sanantonio
24999,sanantonio
29999,sanantonio
29999,sanantonio
18999,sanantonio
19999,sanantonio
19999,losangeles
13900,dallas
67500,dallas
21995,dallas
34500,dallas
25999,sanantonio
23999,sanantonio
24999,sanantonio
20777,sanantonio
30456,sanantonio
15999,sanantonio
49999,sanantonio
16999,sanantonio
17999,sanantonio
12999,sanantonio
12999,sanantonio
8999,sanantonio
15999,sanantonio
19999,sanantonio
34444,sanantonio
19999,sanantonio
28999,sanantonio
77632,sanantonio
27999,sanantonio
49999,sanantonio
16999,sanantonio
19999,sanantonio
24999,sanantonio
27777,sanantonio
51111,sanantonio
47778,sanantonio
44444,sanantonio
33333,sanantonio
24999,sanantonio
35555,sanantonio
29999,sanantonio
35555,sanantonio
54995,sanantonio
49995,sanantonio
44500,sanantonio
695,sanantonio
19172,philadelphia
36541,philadelphia
103402,philadelphia
115242,philadelphia
10000,philadelphia
65000,philadelphia
3300,philadelphia
3200,philadelphia
43999,philadelphia
75,philadelphia
1200,philadelphia
10,philadelphia
7500,philadelphia
3100,philadelphia
3500,philadelphia
47000,philadelphia
8000,philadelphia
12500,philadelphia
13000,philadelphia
10000,philadelphia
9000,philadelphia
18000,philadelphia
65000,philadelphia
7900,philadelphia
950,philadelphia
2370,philadelphia
19277,philadelphia
27990,philadelphia
50555,philadelphia
47200,philadelphia
71950,philadelphia
11900,philadelphia
1750,philadelphia
39950,philadelphia
150,philadelphia
100,philadelphia
15000,philadelphia
36000,philadelphia
10,philadelphia
10000,philadelphia
11000,philadelphia
378246,philadelphia
71995,philadelphia
27107,philadelphia
23505,philadelphia
79605,philadelphia
10995,philadelphia
12995,philadelphia
9495,philadelphia
51136,philadelphia
35330,philadelphia
65268,philadelphia
3400,philadelphia
1600,philadelphia
65000,philadelphia
1045,philadelphia
6100,philadelphia
62900,philadelphia
500,philadelphia
10500,philadelphia
10500,philadelphia
7500,philadelphia
2230,philadelphia
16694,philadelphia
43213,philadelphia
86140,philadelphia
417830,philadelphia
34729,philadelphia
199500,philadelphia
16259,philadelphia
16259,philadelphia
20900,philadelphia
17900,philadelphia
34888,philadelphia
33993,philadelphia
8500,philadelphia
8000,philadelphia
15000,philadelphia
4500,philadelphia
500,philadelphia
4950,philadelphia
2000,philadelphia
3500,philadelphia
10100,philadelphia
10000,philadelphia
10000,philadelphia
3000,philadelphia
1,philadelphia
64999,philadelphia
73,philadelphia
61999,losangeles
15999,losangeles
17999,losangeles
17999,losangeles
8000,losangeles
2020,losangeles
10999,losangeles
48999,losangeles
27900,losangeles
29999,losangeles
14999,losangeles
46900,losangeles
22000,losangeles
11000,losangeles
28999,losangeles
38999,losangeles
52999,losangeles
28900,losangeles
13000,losangeles
300,losangeles
11500,losangeles
59920,losangeles
16999,losangeles
42900,losangeles
26900,losangeles
795,losangeles
19200,losangeles
26400,losangeles
1000,losangeles
26400,losangeles
1000,losangeles
190,losangeles
31999,losangeles
20999,losangeles
18999,losangeles
3500,losangeles
12999,losangeles
31500,losangeles
33000,losangeles
14000,losangeles
13999,losangeles
6500,losangeles
26400,losangeles
12999,losangeles
2500,losangeles
55920,losangeles
37900,losangeles
199,losangeles
26400,losangeles
89900,losangeles
2199,losangeles
2199,losangeles
5995,losangeles
5995,losangeles
2199,losangeles
2199,losangeles
2199,losangeles
2199,losangeles
2199,losangeles
5995,losangeles
5995,losangeles
11999,losangeles
2199,losangeles
2199,losangeles
2199,losangeles
33999,losangeles
12999,losangeles
5995,losangeles
2199,losangeles
2199,losangeles
2199,losangeles
2199,losangeles
2199,losangeles
86994,losangeles
2199,losangeles
89900,losangeles
23999,losangeles
24446,losangeles
23900,dallas
2199,losangeles
2199,losangeles
42900,losangeles
16500,losangeles
16900,losangeles
35,losangeles
18995,losangeles
26400,losangeles
20,losangeles
21499,losangeles
22999,losangeles
42900,losangeles
25495,losangeles
22495,losangeles
13250,losangeles
1800,houston
11950,sandiego
4500,dallas
15995,dallas
20099,dallas
43977,dallas
17777,dallas
9997,dallas
79997,dallas
250,dallas
12950,dallas
7800,dallas
16997,dallas
29999,dallas
7800,dallas
6500,dallas
29999,dallas
16368,houston
5500,houston
12995,houston
445,houston
240,houston
59995,houston
1699,houston
9500,houston
39950,houston
24400,houston
21900,houston
61100,houston
21900,houston
22500,sandiego
15000,sandiego
37925,sandiego
55920,sandiego
28950,sandiego
10000,sandiego
16500,sandiego
45000,sandiego
277698,sandiego
45000,sandiego
45000,sandiego
17950,sandiego
135000,sandiego
39990,sandiego
6800,dallas
11388,dallas
29997,dallas
15999,dallas
89000,dallas
14500,dallas
52999,dallas
28477,dallas
35995,dallas
52999,dallas
15995,dallas
10877,dallas
24999,dallas
23458,dallas
27000,dallas
4300,dallas
24999,dallas
37800,houston
8500,houston
54800,houston
61100,houston
151200,houston
34000,houston
55300,houston
15995,houston
13200,houston
500,houston
99900,houston
62900,houston
3000,houston
3800,houston
55600,houston
34950,sandiego
89990,sandiego
93000,sandiego
16990,sandiego
29995,sandiego
29995,sandiego
18950,sandiego
21990,sandiego
64,sandiego
1200,sandiego
21990,sandiego
15950,sandiego
22995,sandiego
39995,sandiego
4500,dallas
6900,dallas
7300,dallas
11999,dallas
16999,dallas
8977,dallas
16000,dallas
10995,dallas
16999,dallas
64999,dallas
11997,dallas
4995,dallas
19450,dallas
6995,dallas
6395,dallas
2494,dallas
5995,dallas
32600,houston
53300,houston
35995,houston
27700,houston
21700,houston
32700,houston
61300,houston
120,houston
17999,houston
26600,houston
72900,houston
14039,houston
19088,houston
149900,houston
84877,houston
39990,houston
99,sandiego
22995,sandiego
79990,sandiego
15500,sandiego
19950,sandiego
15500,sandiego
26995,sandiego
43995,sandiego
47995,sandiego
39990,sandiego
21990,sandiego
17950,sandiego
49000,sandiego
34950,sandiego
4200,dallas
9500,dallas
5500,dallas
19995,dallas
10000,dallas
33888,dallas
10995,dallas
56850,dallas
25987,dallas
36995,dallas
13995,dallas
23389,houston
47900,houston
41995,houston
34900,houston
30450,houston
18500,houston
30300,houston
24300,houston
55700,houston
21800,houston
22800,houston
22500,houston
26000,houston
440,houston
19647,houston
16505,houston
19974,houston
100,sandiego
34950,sandiego
27500,sandiego
8900,sandiego
18000,sandiego
543,sandiego
13700,sandiego
59995,sandiego
189995,sandiego
84995,sandiego
84995,sandiego
109995,sandiego
33000,sandiego
26327,houston
3400,houston
19088,houston
4500,houston
80434,houston
12750,houston
25400,houston
110900,houston
9000,sandiego
14400,sandiego
14400,sandiego
9000,sandiego
7999,sandiego
26000,sandiego
100,sandiego
600,sandiego
12500,sandiego
27500,sandiego
51995,sandiego
5900,sandiego
53500,sandiego
100,sandiego
100,sandiego
75000,sandiego
100,sandiego
37987,phoenix
15494,sanantonio
20,chicago
14995,sandiego
26990,sandiego
15950,sandiego
6450,sandiego
13950,sandiego
13995,sandiego
6450,sandiego
255,sandiego
54995,sandiego
9750,sandiego
14000,sandiego
5995,phoenix
27995,phoenix
20995,phoenix
81409,phoenix
22990,phoenix
24878,phoenix
89995,phoenix
21985,phoenix
9984,phoenix
7995,phoenix
22990,phoenix
4477,phoenix
32500,phoenix
239,phoenix
10500,phoenix
26999,sanantonio
13666,sanantonio
13666,sanantonio
26999,sanantonio
18999,sanantonio
12999,sanantonio
15555,sanantonio
17999,sanantonio
22999,sanantonio
40000,sanantonio
18888,sanantonio
23333,sanantonio
9999,sanantonio
16777,sanantonio
11999,sanantonio
20,chicago
49,chicago
10,chicago
57,chicago
25,chicago
20,chicago
18,chicago
44,chicago
140,chicago
10,chicago
30,chicago
21,chicago
1,chicago
22197,phoenix
18874,phoenix
34787,phoenix
25000,phoenix
138995,phoenix
11500,phoenix
1200,phoenix
16995,phoenix
34878,phoenix
46255,phoenix
22878,phoenix
13987,phoenix
24787,phoenix
46842,phoenix
31990,phoenix
60114,phoenix
125,phoenix
25999,sanantonio
7999,sanantonio
12666,sanantonio
15999,sanantonio
16999,sanantonio
29999,sanantonio
23999,sanantonio
16308,sanantonio
13777,sanantonio
39995,sanantonio
29119,sanantonio
29999,sanantonio
14174,sanantonio
94444,sanantonio
69999,sanantonio
10999,losangeles
18995,chicago
89,chicago
4500,chicago
92,chicago
6800,chicago
50,chicago
19,chicago
11500,chicago
1500,chicago
29000,chicago
47000,chicago
15300,chicago
2500,chicago
8500,chicago
4200,chicago
4200,chicago
46255,phoenix
68440,phoenix
69900,phoenix
72990,phoenix
36995,phoenix
120,phoenix
33000,phoenix
3995,phoenix
99986,phoenix
7000,phoenix
46234,phoenix
4550,phoenix
70959,phoenix
111691,phoenix
44617,phoenix
32400,phoenix
79999,sanantonio
6999,sanantonio
39995,sanantonio
12999,sanantonio
18477,sanantonio
25999,sanantonio
29999,sanantonio
18888,sanantonio
22222,sanantonio
69999,sanantonio
18888,sanantonio
14999,sanantonio
17999,sanantonio
16999,sanantonio
16777,sanantonio
11999,sanantonio
8999,losangeles
26400,losangeles
1265,losangeles
26400,losangeles
23995,losangeles
20999,losangeles
26999,losangeles
4200,chicago
4200,chicago
5950,chicago
4500,chicago
6000,chicago
10500,chicago
7000,chicago
200,chicago
10000,chicago
22500,chicago
17000,chicago
11877,phoenix
4995,phoenix
14877,phoenix
37990,phoenix
9999,sanantonio
64991,sanantonio
15555,sanantonio
22999,sanantonio
14999,sanantonio
23333,sanantonio
26999,sanantonio
17999,sanantonio
18999,sanantonio
12999,sanantonio
29888,sanantonio
13666,sanantonio
29999,sanantonio
34999,sanantonio
19999,sfbay
19999,losangeles
32995,losangeles
36740,losangeles
24000,losangeles
3500,losangeles
30400,losangeles
59000,losangeles
59000,losangeles
31500,losangeles
1800,losangeles
15980,losangeles
26400,losangeles
4000,losangeles
9900,losangeles
34900,losangeles
34999,losangeles
2500,losangeles
28500,chicago
10000,chicago
250,chicago
6000,chicago
30200,chicago
4995,chicago
49900,chicago
10500,chicago
3995,chicago
3499,chicago
29900,chicago
1900,chicago
89000,chicago
1500,chicago
51643,chicago
10995,chicago
109999,sanantonio
26277,sanantonio
25364,sanantonio
25512,sanantonio
22093,sanantonio
19042,sanantonio
18999,sanantonio
18999,sanantonio
12999,sanantonio
13999,sanantonio
6999,sanantonio
16999,sanantonio
19999,sanantonio
18999,sanantonio
12999,sanantonio
13999,sanantonio
61999,sfbay
24999,sfbay
49888,sfbay
2000,sfbay
6900,sfbay
33000,sfbay
5750,sfbay
39250,sfbay
160,sfbay
2000,sfbay
35000,sfbay
1,sfbay
1,sfbay
35000,sfbay
2500,losangeles
42900,losangeles
49999,losangeles
49999,losangeles
21000,losangeles
4000,losangeles
24950,losangeles
34900,losangeles
42900,losangeles
2080,losangeles
69900,losangeles
39999,losangeles
10000,philadelphia
1960,chicago
3000,chicago
900,chicago
7996,chicago
11995,chicago
23995,chicago
500,chicago
5600,chicago
25000,chicago
4000,chicago
30,chicago
2995,chicago
2995,chicago
2000,chicago
24995,chicago
7000,chicago
27777,sanantonio
13999,sanantonio
16999,sanantonio
19999,sanantonio
18999,sanantonio
19999,sanantonio
20777,sanantonio
22222,sanantonio
14999,sanantonio
24999,sanantonio
29999,sanantonio
19999,sanantonio
29999,sanantonio
27999,sanantonio
24999,sanantonio
24444,sanantonio
59999,sanantonio
33950,sfbay
87950,sfbay
35000,sfbay
39750,sfbay
34950,sfbay
19000,sfbay
29634,sfbay
23888,sfbay
1,sfbay
1,sfbay
1,sfbay
20000,sfbay
20,sfbay
16300,sfbay
34950,sfbay
35,sfbay
79000,losangeles
100,losangeles
12000,losangeles
87950,losangeles
26400,losangeles
6700,losangeles
79900,losangeles
27900,losangeles
26400,losangeles
2800,losangeles
27500,losangeles
38,losangeles
6595,losangeles
31500,losangeles
97900,losangeles
59900,losangeles
15505,philadelphia
10000,philadelphia
50,philadelphia
9900,philadelphia
20000,philadelphia
3900,philadelphia
14500,philadelphia
22900,philadelphia
2000,philadelphia
31500,philadelphia
6400,philadelphia
21500,philadelphia
4800,philadelphia
10500,chicago
34995,chicago
28500,chicago
270,chicago
1900,chicago
200,chicago
4500,chicago
3000,chicago
13995,chicago
49995,chicago
15995,chicago
49995,chicago
13995,chicago
13995,chicago
47995,chicago
49995,chicago
49995,chicago
55555,sanantonio
49999,sanantonio
45999,sanantonio
79999,sanantonio
29999,sanantonio
39999,sanantonio
7999,sfbay
16999,sfbay
51000,sfbay
20342,sfbay
18388,sfbay
2500,sfbay
2000,sfbay
21000,sfbay
29888,sfbay
22500,sfbay
169,sfbay
24900,sfbay
12999,sfbay
36995,dallas
69900,losangeles
4000,losangeles
42900,losangeles
3200,losangeles
12750,losangeles
2000,losangeles
49995,losangeles
49995,losangeles
30400,losangeles
17500,philadelphia
650,philadelphia
4500,philadelphia
15995,philadelphia
79995,philadelphia
15500,philadelphia
169900,philadelphia
98793,philadelphia
73995,philadelphia
14995,chicago
11995,chicago
12999,sfbay
16999,sfbay
8950,sfbay
11999,sfbay
100,sfbay
40995,sfbay
3200,sfbay
66388,sfbay
65000,sfbay
8999,sfbay
48999,sfbay
10999,sfbay
62888,sfbay
49950,sfbay
13995,dallas
38900,dallas
68995,dallas
59995,dallas
8777,dallas
4500,dallas
15999,dallas
14943,dallas
2000,dallas
49447,dallas
60,dallas
64990,dallas
11990,dallas
86990,dallas
62990,dallas
34990,dallas
89995,dallas
49995,losangeles
11500,losangeles
9500,losangeles
42900,losangeles
4000,losangeles
5200,losangeles
12750,losangeles
100,losangeles
33000,losangeles
50,losangeles
33000,losangeles
15900,losangeles
7000,losangeles
5200,losangeles
10000,losangeles
8000,losangeles
79532,philadelphia
69900,philadelphia
303900,philadelphia
97056,philadelphia
20995,philadelphia
225,philadelphia
239634,philadelphia
40522,philadelphia
44900,philadelphia
87040,philadelphia
8999,philadelphia
25900,philadelphia
32500,philadelphia
38995,philadelphia
7900,philadelphia
47900,sfbay
47900,sfbay
47999,sfbay
49999,sfbay
31688,sfbay
92000,sfbay
2000,sfbay
145909,sfbay
18999,sfbay
200,sfbay
10000,sfbay
25000,sandiego
39995,dallas
44995,dallas
31995,dallas
8200,dallas
74995,dallas
79995,dallas
79995,dallas
89995,dallas
32995,dallas
89995,dallas
39995,dallas
96995,dallas
59995,dallas
89995,dallas
99995,dallas
64995,dallas
11900,losangeles
125,losangeles
8000,losangeles
16999,losangeles
21999,losangeles
47999,losangeles
48999,losangeles
7300,losangeles
17500,losangeles
17500,losangeles
30,losangeles
50999,losangeles
24999,losangeles
30,losangeles
145,losangeles
32544,philadelphia
8800,philadelphia
18900,philadelphia
6000,philadelphia
35000,philadelphia
5000,philadelphia
22995,philadelphia
134608,philadelphia
74995,philadelphia
26247,philadelphia
15450,philadelphia
32963,philadelphia
169900,philadelphia
34995,philadelphia
29995,philadelphia
93707,philadelphia
25000,sandiego
12900,sandiego
86800,sandiego
14500,sandiego
12900,sandiego
130,sandiego
10000,sandiego
10000,sandiego
2500,sandiego
70000,sandiego
10000,sandiego
50,sandiego
93,sandiego
93,sandiego
13777,sandiego
1,sandiego
93,sandiego
84995,dallas
42995,dallas
89995,dallas
159995,dallas
159995,dallas
84995,dallas
189995,dallas
109995,dallas
32995,dallas
64995,dallas
99995,dallas
74995,dallas
79995,dallas
26000,dallas
89995,dallas
189995,dallas
84995,dallas
89995,philadelphia
22900,philadelphia
304900,philadelphia
10730,philadelphia
16420,philadelphia
27010,philadelphia
18000,philadelphia
129999,philadelphia
9600,philadelphia
8700,philadelphia
4500,philadelphia
32000,philadelphia
950,philadelphia
1100,sandiego
195,sandiego
399,sandiego
89,sandiego
89,sandiego
89,sandiego
1,sandiego
3500,sandiego
39750,sandiego
4900,sandiego
16600,sandiego
7,sandiego
11000,sandiego
2200,sandiego
1,sandiego
17500,sandiego
1750,sandiego
159995,dallas
179995,dallas
115,dallas
8977,dallas
159995,dallas
199995,dallas
47995,dallas
69995,dallas
115,dallas
115,dallas
2576,dallas
29997,dallas
12922,dallas
115,dallas
12580,philadelphia
37900,philadelphia
11900,philadelphia
39145,philadelphia
168185,philadelphia
17500,philadelphia
1500,philadelphia
549,philadelphia
389,philadelphia
12900,philadelphia
24900,philadelphia
67500,philadelphia
13500,philadelphia
16900,philadelphia
25000,philadelphia
12900,philadelphia
3000,sandiego
2900,sandiego
92000,sandiego
3000,sandiego
7200,sandiego
4000,sandiego
28500,sandiego
10000,sandiego
8800,sandiego
22500,sandiego
89,sandiego
12000,sandiego
10000,sandiego
34000,sandiego
60,sandiego
24995,dallas
135,dallas
5000,dallas
24500,dallas
24500,dallas
24500,dallas
24500,dallas
24995,dallas
60000,dallas
135,dallas
184997,dallas
19995,dallas
10877,dallas
6000,dallas
16900,philadelphia
7500,philadelphia
7900,philadelphia
6000,philadelphia
24500,philadelphia
400,philadelphia
800,philadelphia
49000,philadelphia
11700,philadelphia
7300,philadelphia
49889,philadelphia
32010,philadelphia
33351,philadelphia
3900,sandiego
79990,sandiego
35000,sandiego
13950,sandiego
45000,sandiego
395,sandiego
34950,sandiego
199999,sandiego
199999,sandiego
1,sandiego
20,sandiego
16000,sandiego
9600,sandiego
17000,sandiego
12500,dallas
4000,dallas
14550,dallas
88744,dallas
325,dallas
18997,dallas
1200,dallas
325,dallas
59997,dallas
167877,dallas
2400,dallas
115,dallas
17000,sandiego
17000,sandiego
18000,sandiego
24500,sandiego
34950,sandiego
100,sandiego
34950,sandiego
49000,sandiego
35,sandiego
89500,sandiego
9000,sandiego
26000,sandiego
10999,sandiego
9995,houston
11950,sandiego
11950,sandiego
11950,sandiego
11950,sandiego
11950,sandiego
600,sandiego
11950,sandiego
11950,sandiego
395,sandiego
3900,sandiego
150,sandiego
110,sandiego
180,sandiego
13900,sandiego
13900,sandiego
2500,sandiego
26495,houston
9995,houston
39995,houston
89990,houston
59900,houston
59990,houston
84990,houston
59990,houston
96990,houston
89990,houston
32990,houston
39990,houston
74990,houston
79990,houston
79990,houston
11990,houston
31990,houston
44990,houston
47990,houston
27000,houston
34100,houston
16100,houston
19400,houston
56700,houston
19200,houston
19200,houston
19899,houston
18995,houston
123000,houston
153055,houston
39995,houston
24900,houston
29999,houston
53900,houston
179,houston
2000,houston
15600,houston
76900,houston
6500,houston
15600,houston
10900,houston
12900,houston
2500,houston
5500,houston
39995,houston
1950,houston
49788,houston
5900,houston
19043,houston
150,houston
12900,houston
12000,houston
6000,houston
1899,losangeles
2016,losangeles
15400,losangeles
14000,losangeles
350,losangeles
18500,losangeles
6500,losangeles
3700,losangeles
50,losangeles
17999,losangeles
17999,losangeles
17999,losangeles
6500,losangeles
150000,losangeles
2500,losangeles
12900,losangeles
1995,losangeles
39999,sanantonio
3400,losangeles
48000,losangeles
45000,losangeles
35900,losangeles
8000,losangeles
1,losangeles
20000,losangeles
12999,losangeles
42500,losangeles
29950,losangeles
38500,losangeles
1500,losangeles
16995,losangeles
1000,losangeles
21990,losangeles
28000,losangeles
17999,sanantonio
39999,sanantonio
25611,sanantonio
19999,sanantonio
11500,sanantonio
8900,sanantonio
24459,sanantonio
17861,sanantonio
16388,sanantonio
22222,sanantonio
28999,sanantonio
29999,sanantonio
35555,sanantonio
35555,sanantonio
39999,sanantonio
26999,sanantonio
28950,losangeles
9900,losangeles
10500,losangeles
15000,losangeles
15000,losangeles
2000,losangeles
28950,losangeles
249,losangeles
11950,losangeles
17950,losangeles
2000,losangeles
23000,losangeles
28950,losangeles
36500,losangeles
18950,losangeles
34950,losangeles
475,losangeles
16777,sanantonio
47778,sanantonio
159999,sanantonio
49999,sanantonio
49999,sanantonio
27777,sanantonio
64999,sanantonio
19999,sanantonio
15999,sanantonio
29999,sanantonio
34444,sanantonio
44444,sanantonio
16500,losangeles
8500,losangeles
7000,losangeles
15500,losangeles
8500,losangeles
5500,losangeles
15950,losangeles
7500,losangeles
3400,losangeles
15500,losangeles
17950,losangeles
19950,losangeles
5500,losangeles
50,losangeles
79,losangeles
34950,losangeles
25999,sanantonio
19788,sanantonio
250,sanantonio
22500,sanantonio
8250,sanantonio
19810,sanantonio
14994,sanantonio
4995,sanantonio
9999,sanantonio
325,sanantonio
22995,sanantonio
9927,sanantonio
12188,sanantonio
11988,sanantonio
18699,sanantonio
34950,losangeles
43995,losangeles
4500,losangeles
10000,losangeles
8000,losangeles
3857,losangeles
215,losangeles
8500,losangeles
1495,losangeles
215,losangeles
1,losangeles
34000,losangeles
12000,losangeles
11999,losangeles
3500,losangeles
1,sanantonio
17995,sanantonio
4995,sanantonio
1300,sanantonio
13500,sanantonio
9999,sanantonio
9927,sanantonio
12188,sanantonio
22995,sanantonio
19810,sanantonio
16995,sanantonio
19788,sanantonio
16649,sanantonio
18699,sanantonio
84,losangeles
8000,losangeles
42900,losangeles
7000,losangeles
9500,losangeles
16999,losangeles
50000,losangeles
50000,losangeles
8000,losangeles
11999,losangeles
50000,losangeles
17500,sanantonio
17500,sanantonio
11988,sanantonio
24650,sanantonio
79900,sanantonio
17995,sanantonio
79900,sanantonio
24650,sanantonio
38900,sanantonio
11900,sanantonio
38900,sanantonio
5800,sanantonio
16500,sanantonio
10000,sanantonio
6500,phoenix
800,sanantonio
4100,sanantonio
400,sanantonio
3750,sanantonio
3250,sanantonio
9500,sanantonio
6000,sanantonio
7500,sanantonio
14125,sanantonio
44995,sanantonio
1,sanantonio
31995,sanantonio
750,sanantonio
400,sanantonio
44226,sanantonio
27691,sanantonio
24950,phoenix
34990,phoenix
8500,phoenix
44900,phoenix
87797,phoenix
19987,phoenix
29787,phoenix
69700,phoenix
57000,phoenix
24900,phoenix
28720,phoenix
8995,phoenix
19500,phoenix
5500,phoenix
28500,phoenix
57868,phoenix
77684,phoenix
25995,sanantonio
9900,sanantonio
29125,sanantonio
9995,sanantonio
54995,sanantonio
26995,sanantonio
46234,phoenix
62599,phoenix
69500,phoenix
29995,phoenix
26995,phoenix
23334,phoenix
17900,phoenix
8900,phoenix
29995,phoenix
49995,phoenix
10995,phoenix
25995,phoenix
22995,phoenix
32500,phoenix
78735,phoenix
58995,phoenix
13995,phoenix
14590,phoenix
26995,phoenix
65000,phoenix
15995,phoenix
14900,phoenix
25000,phoenix
23900,phoenix
50990,phoenix
34990,phoenix
54998,phoenix
1200,phoenix
20000,phoenix
69500,phoenix
17790,phoenix
17600,phoenix
36998,phoenix
44998,phoenix
54990,phoenix
29900,phoenix
10500,phoenix
17900,phoenix
33800,phoenix
1,phoenix
2200,phoenix
10500,phoenix
8900,phoenix
22900,phoenix
39990,phoenix
14900,phoenix
16900,phoenix
250,phoenix
250,phoenix
28000,phoenix
28000,phoenix
1350,phoenix
5150,sandiego
25,sandiego
2200,sandiego
7500,sandiego
7500,sandiego
7500,sandiego
7500,sandiego
7500,sandiego
140,sandiego
100,sandiego
11500,sandiego
40500,sandiego
19500,sandiego
25000,sandiego
5500,sandiego
995,sandiego
150,sandiego
150,sandiego
27000,chicago
3000,sandiego
89,sandiego
99,sandiego
6000,sandiego
35,sandiego
99,sandiego
99,sandiego
99,sandiego
23000,sandiego
89,sandiego
625,sandiego
149,sandiego
23999,sandiego
29500,sandiego
12500,sandiego
9500,sandiego
2100,chicago
16995,chicago
4500,chicago
4500,chicago
52,chicago
39,chicago
10,chicago
10000,chicago
1,chicago
15900,chicago
119,chicago
79,chicago
1,chicago
1,chicago
200,chicago
8900,chicago
15000,sandiego
4000,sandiego
16995,sandiego
100,sandiego
250,sandiego
15000,sandiego
8500,sandiego
14999,sandiego
6000,sandiego
20100,sandiego
1399,sandiego
10000,sandiego
6500,sandiego
61800,sandiego
50000,losangeles
9000,chicago
29000,chicago
13400,chicago
36500,chicago
30000,chicago
8900,chicago
13000,chicago
80000,chicago
38000,chicago
10000,chicago
9800,chicago
21000,chicago
9000,chicago
12000,sandiego
10500,sandiego
17000,sandiego
135,sandiego
1500,sandiego
1399,sandiego
22000,sandiego
1399,sandiego
22000,sandiego
1399,sandiego
29500,sandiego
50000,losangeles
50000,losangeles
25900,losangeles
79995,losangeles
89995,losangeles
159995,losangeles
179995,losangeles
74995,losangeles
11995,losangeles
84995,losangeles
84995,losangeles
159995,losangeles
11995,losangeles
49995,losangeles
62995,losangeles
100,chicago
70,chicago
9900,chicago
18800,chicago
26500,chicago
6800,chicago
16000,chicago
26800,chicago
9800,chicago
375,chicago
4250,chicago
100,chicago
18500,chicago
40,chicago
12000,chicago
40,chicago
8950,houston
1399,sandiego
22000,sandiego
15000,sandiego
18000,sandiego
22000,sandiego
22000,sandiego
22000,sandiego
1399,sandiego
98950,sandiego
1399,sandiego
1399,sandiego
43000,sandiego
12000,sandiego
12000,sandiego
12000,sandiego
75,sandiego
31995,losangeles
49995,losangeles
49995,losangeles
47995,losangeles
79995,losangeles
79995,losangeles
32995,losangeles
86995,losangeles
99995,losangeles
49995,losangeles
31995,losangeles
62995,losangeles
59995,losangeles
