price,location
24999,sandiego
24999,sandiego
69475,sandiego
27900,sandiego
82000,phoenix
17777,phoenix
13500,phoenix
19900,phoenix
75,phoenix
24900,phoenix
9995,phoenix
81790,phoenix
39888,phoenix
175000,phoenix
19500,phoenix
31500,phoenix
69900,phoenix
30000,phoenix
33500,phoenix
9000,losangeles
28950,losangeles
800,losangeles
44900,losangeles
5000,losangeles
22500,losangeles
17950,losangeles
69,losangeles
11950,losangeles
34995,losangeles
28950,losangeles
41995,losangeles
20995,losangeles
2500,losangeles
28500,losangeles
16500,losangeles
34950,losangeles
21900,sanantonio
9995,sanantonio
7995,sanantonio
7995,sanantonio
18897,sanantonio
23995,sanantonio
24900,sanantonio
27995,sanantonio
24900,sanantonio
12900,sanantonio
17995,sanantonio
24900,sanantonio
14900,sanantonio
19995,sanantonio
24995,sanantonio
14900,sanantonio
21995,sanantonio
16500,chicago
35,chicago
1200,chicago
8500,chicago
750,chicago
16995,chicago
9995,chicago
15699,chicago
10999,chicago
7995,chicago
15900,chicago
3900,chicago
35,chicago
20,chicago
68900,sandiego
24900,sandiego
21990,sandiego
18990,sandiego
28900,sandiego
89900,sandiego
9,sandiego
46900,sandiego
35,sandiego
100,sandiego
1,sandiego
50,sandiego
59900,sandiego
37900,sandiego
55900,sandiego
23000,sandiego
14995,dallas
39500,phoenix
19787,phoenix
24197,phoenix
74500,phoenix
8000,phoenix
3900,phoenix
300,phoenix
545,phoenix
30900,phoenix
24888,phoenix
54450,phoenix
14800,phoenix
13500,phoenix
44850,phoenix
69500,phoenix
59850,phoenix
35000,phoenix
22995,losangeles
7500,losangeles
33995,losangeles
7500,losangeles
18950,losangeles
46995,losangeles
10000,losangeles
1400,losangeles
32995,losangeles
60,losangeles
59500,losangeles
15500,losangeles
19950,losangeles
21995,losangeles
7500,losangeles
30995,losangeles
15500,losangeles
24900,sanantonio
7495,sanantonio
19900,sanantonio
2520,sanantonio
6995,sanantonio
250,chicago
13008,chicago
400,chicago
22995,chicago
60,chicago
6995,chicago
19199,chicago
12000,chicago
3000,chicago
11500,chicago
87500,chicago
23000,chicago
16800,chicago
10000,chicago
8995,chicago
18990,sandiego
27990,sandiego
22990,sandiego
44710,dallas
15995,dallas
20777,dallas
44995,dallas
26996,dallas
27995,dallas
14995,dallas
18995,dallas
19995,dallas
15995,dallas
15995,dallas
17995,dallas
13995,dallas
17777,dallas
29500,dallas
15995,dallas
27300,phoenix
94450,phoenix
25990,phoenix
27450,phoenix
31450,phoenix
149900,phoenix
29850,phoenix
174450,phoenix
38750,phoenix
13878,phoenix
94900,phoenix
40,phoenix
24900,phoenix
14787,phoenix
16000,phoenix
50,losangeles
15500,losangeles
15950,losangeles
3500,losangeles
500,losangeles
40000,losangeles
39500,losangeles
22000,losangeles
40000,losangeles
78000,losangeles
39500,losangeles
75000,losangeles
78000,losangeles
78000,losangeles
78000,losangeles
78000,losangeles
78000,losangeles
50,chicago
3500,chicago
19000,chicago
9995,chicago
4500,chicago
65,chicago
13900,sfbay
14995,dallas
13700,dallas
8900,dallas
15995,dallas
19995,dallas
18995,dallas
19995,dallas
27977,dallas
35194,dallas
19995,dallas
46995,dallas
69900,dallas
39995,dallas
24777,dallas
9995,dallas
59900,dallas
39995,dallas
58995,dallas
26400,phoenix
14999,phoenix
21000,phoenix
23878,phoenix
145761,phoenix
36900,phoenix
2900,phoenix
84500,phoenix
89750,phoenix
56900,phoenix
23900,phoenix
9987,phoenix
13900,phoenix
62200,phoenix
23900,phoenix
14999,phoenix
74995,phoenix
22995,losangeles
19950,losangeles
12000,losangeles
25,losangeles
6000,losangeles
15500,losangeles
17950,losangeles
3000,losangeles
7900,losangeles
3800,losangeles
57995,losangeles
25995,losangeles
8900,losangeles
38000,losangeles
17900,losangeles
20000,losangeles
60,losangeles
44995,sfbay
27480,sfbay
26400,sfbay
27485,sfbay
15500,sfbay
80,sfbay
14995,sfbay
42900,sfbay
62888,sfbay
28999,sfbay
29995,dallas
27995,dallas
34900,dallas
24995,dallas
36995,dallas
35995,dallas
25995,dallas
34995,dallas
69995,dallas
24995,dallas
44710,dallas
29995,dallas
19995,dallas
19995,dallas
21900,dallas
19200,dallas
339,phoenix
116513,phoenix
24888,phoenix
56900,phoenix
6998,phoenix
4000,phoenix
67998,phoenix
55900,phoenix
27500,phoenix
9100,phoenix
159950,phoenix
33000,phoenix
19888,phoenix
16900,phoenix
34995,phoenix
59900,phoenix
9500,phoenix
27995,losangeles
1,losangeles
34950,losangeles
34950,losangeles
17500,losangeles
19995,losangeles
19995,losangeles
50,losangeles
7000,losangeles
18495,losangeles
8300,losangeles
3000,losangeles
15000,losangeles
33995,losangeles
24995,losangeles
29995,losangeles
17900,newyork
29900,sfbay
9900,sfbay
59000,sfbay
55000,sfbay
239000,sfbay
66388,sfbay
33997,sfbay
26400,sfbay
39240,sfbay
62994,sfbay
23888,sfbay
9500,sfbay
90,sfbay
3900,sfbay
23062,sfbay
16200,sfbay
42900,sfbay
16100,dallas
19995,dallas
34995,dallas
56700,dallas
120,dallas
21447,dallas
39500,dallas
14900,dallas
24900,dallas
30450,dallas
29995,dallas
46995,dallas
69900,dallas
59900,dallas
153720,phoenix
18900,phoenix
1800,phoenix
39545,phoenix
7900,phoenix
49875,phoenix
27990,phoenix
89500,phoenix
26400,phoenix
19995,losangeles
49995,losangeles
54995,losangeles
15995,losangeles
39995,losangeles
47995,losangeles
11995,losangeles
3008,newyork
17900,newyork
26900,newyork
17900,newyork
32500,newyork
26900,newyork
310,newyork
14900,newyork
9850,newyork
11000,newyork
10300,newyork
1600,newyork
175,newyork
100,newyork
8000,newyork
63993,sfbay
22995,sfbay
31688,sfbay
17999,sfbay
26400,sfbay
50500,sfbay
38890,sfbay
7000,sfbay
59997,sfbay
33992,sfbay
17600,sfbay
36995,sfbay
12900,sfbay
39995,dallas
39995,dallas
1200,dallas
58995,dallas
1000,dallas
18995,dallas
15995,dallas
15995,dallas
12995,dallas
14995,dallas
15995,dallas
36995,dallas
35995,dallas
25995,dallas
18995,dallas
15995,dallas
1100966,newyork
20000,newyork
2680,newyork
10000,newyork
21995,sfbay
24995,sfbay
44995,sfbay
36900,sfbay
39995,sfbay
29900,sfbay
19995,sfbay
4995,sfbay
46995,sfbay
32995,sfbay
90,dallas
10995,dallas
15995,dallas
11900,dallas
31447,dallas
14995,dallas
15995,dallas
14995,dallas
17999,dallas
15995,dallas
41900,houston
19900,houston
27500,houston
19900,houston
25900,houston
94479,houston
48000,houston
6600,houston
57000,houston
15000,houston
23011,houston
150,houston
13500,houston
35900,houston
35900,houston
12900,houston
44900,houston
29500,houston
19900,houston
41860,houston
29500,houston
26500,houston
12500,houston
14500,houston
28500,houston
11500,houston
46995,houston
27900,houston
82500,houston
19500,houston
13900,houston
18900,houston
12999,houston
26500,houston
5500,houston
27943,houston
31664,houston
23995,houston
29995,houston
17900,houston
22900,houston
15995,houston
14000,houston
12750,houston
37923,houston
69900,houston
29980,houston
6600,houston
39900,houston
139995,houston
10200,houston
59900,houston
13000,houston
89900,houston
175,houston
49995,houston
5500,houston
28900,houston
5300,houston
89,houston
17995,sanantonio
34995,sanantonio
27995,sanantonio
24000,sanantonio
16650,sanantonio
16900,sanantonio
23995,sanantonio
22500,sanantonio
18900,sanantonio
7995,sanantonio
24995,sanantonio
8995,sanantonio
16500,sanantonio
9995,sanantonio
11802,sanantonio
11500,sanantonio
22500,sanantonio
5395,sanantonio
79995,sandiego
44995,losangeles
5395,sanantonio
18900,sanantonio
23995,sanantonio
9995,sanantonio
15995,sanantonio
15900,sanantonio
18900,sanantonio
27900,sanantonio
200,sanantonio
23995,sanantonio
24588,sanantonio
34995,sanantonio
37032,sanantonio
83390,sanantonio
30990,sandiego
12500,sandiego
10990,sandiego
10990,sandiego
6200,sandiego
26900,sandiego
11990,sandiego
34950,sandiego
5000,sandiego
4500,sandiego
59990,sandiego
4800,sandiego
49,sandiego
4800,sandiego
16990,sandiego
4999,sandiego
12500,losangeles
13995,losangeles
39995,losangeles
24995,losangeles
20995,losangeles
27495,losangeles
37995,losangeles
5000,losangeles
20495,losangeles
29495,losangeles
80,losangeles
27000,losangeles
27000,losangeles
27000,losangeles
27000,losangeles
3800,losangeles
3000,sanantonio
78026,sanantonio
19987,sanantonio
1000,sanantonio
18995,sanantonio
57995,sanantonio
33842,sanantonio
14995,sanantonio
34788,sanantonio
90,sanantonio
20,sanantonio
395,sanantonio
15,sanantonio
1900,sandiego
28950,sandiego
1900,sandiego
4800,sandiego
4800,sandiego
109,sandiego
12800,sandiego
100,sandiego
79000,sandiego
28950,sandiego
5500,sandiego
11950,sandiego
16995,sandiego
20000,sandiego
4999,sandiego
16995,sandiego
39750,sandiego
8000,losangeles
37995,losangeles
8000,losangeles
66900,losangeles
3800,losangeles
22995,losangeles
3800,losangeles
3800,losangeles
7000,losangeles
3800,losangeles
2500,losangeles
2500,losangeles
20,losangeles
79990,losangeles
3900,losangeles
4900,sanantonio
64991,sanantonio
50767,sanantonio
79995,sanantonio
41321,sanantonio
41546,sanantonio
38647,sanantonio
49506,sanantonio
32456,sanantonio
33877,sanantonio
38100,sanantonio
2575,philadelphia
34000,sandiego
35000,sandiego
38750,sandiego
24950,sandiego
87950,sandiego
10500,sandiego
28990,sandiego
14995,sandiego
22990,sandiego
17950,sandiego
12995,sandiego
86995,sandiego
159995,sandiego
179995,sandiego
15038,losangeles
42900,losangeles
18,losangeles
2500,losangeles
800,losangeles
75,losangeles
20,losangeles
2000,losangeles
25000,losangeles
25995,losangeles
37995,losangeles
2500,losangeles
65,losangeles
15900,losangeles
50,losangeles
33167,sanantonio
69995,sanantonio
83495,sanantonio
65775,sanantonio
250,sanantonio
19995,sanantonio
8900,sanantonio
8900,sanantonio
4500,sanantonio
1,sanantonio
2000,sanantonio
23900,sanantonio
9500,sanantonio
10999,philadelphia
49995,sandiego
62995,sandiego
9999,sandiego
16995,sandiego
12995,sandiego
22995,sandiego
65,sandiego
12500,sandiego
5500,sandiego
15995,sandiego
13995,sandiego
12995,sandiego
5500,sandiego
9900,sandiego
4200,sandiego
29995,sandiego
189995,sandiego
20995,losangeles
10750,losangeles
9500,losangeles
15980,losangeles
600,losangeles
45000,losangeles
7000,losangeles
5299,losangeles
22995,losangeles
7000,losangeles
9500,losangeles
24995,losangeles
15000,losangeles
2502,losangeles
15999,losangeles
23750,losangeles
43995,losangeles
450,sanantonio
18000,sanantonio
27000,sanantonio
22689,sanantonio
26900,sanantonio
99,sanantonio
29125,sanantonio
12125,sanantonio
25995,sanantonio
38995,sanantonio
6550,sanantonio
3975,sanantonio
3000,philadelphia
20000,philadelphia
2000,philadelphia
6000,philadelphia
14900,philadelphia
2500,philadelphia
7500,philadelphia
17500,philadelphia
19300,philadelphia
10500,philadelphia
21999,philadelphia
43633,philadelphia
44007,philadelphia
28999,philadelphia
64995,sandiego
11995,sandiego
31995,sandiego
109995,sandiego
199995,sandiego
16990,sandiego
28950,sandiego
40,sandiego
59995,sandiego
100,sandiego
39995,sandiego
19995,sandiego
4299,sandiego
45,sandiego
16000,sandiego
15000,losangeles
15000,losangeles
27995,losangeles
25750,losangeles
189995,losangeles
159995,losangeles
86995,losangeles
109995,losangeles
89995,losangeles
59995,losangeles
89995,losangeles
59995,losangeles
42995,losangeles
99995,losangeles
32995,losangeles
96995,losangeles
39995,losangeles
12995,dallas
4995,chicago
8499,philadelphia
24500,philadelphia
22999,philadelphia
44900,philadelphia
44972,philadelphia
83900,philadelphia
28987,philadelphia
29999,philadelphia
62999,philadelphia
54999,philadelphia
43999,philadelphia
72000,philadelphia
2300,philadelphia
100,philadelphia
11999,philadelphia
8500,philadelphia
53999,philadelphia
200,sandiego
17990,sandiego
4400,sandiego
6500,sandiego
18900,sandiego
64995,losangeles
14995,dallas
8600,dallas
15995,dallas
15995,dallas
19995,dallas
29995,dallas
37500,dallas
27995,dallas
48910,dallas
66910,dallas
25995,dallas
58995,dallas
48910,dallas
27495,dallas
34900,dallas
49900,chicago
4100,chicago
4295,chicago
4600,chicago
3500,chicago
159,chicago
79,chicago
1,chicago
119,chicago
20,chicago
8000,chicago
1000,chicago
4600,chicago
25000,philadelphia
14999,philadelphia
16500,philadelphia
3500,philadelphia
3186,philadelphia
51000,philadelphia
8500,philadelphia
8500,philadelphia
24500,philadelphia
22500,philadelphia
18000,philadelphia
9000,philadelphia
46999,philadelphia
12900,philadelphia
30000,philadelphia
9500,philadelphia
98500,philadelphia
39900,phoenix
6400,houston
55600,dallas
19200,dallas
41995,dallas
35995,dallas
24995,dallas
27000,dallas
151200,dallas
19400,dallas
22800,dallas
53300,dallas
34900,dallas
39950,dallas
25,dallas
37500,dallas
1495,chicago
42500,chicago
1,chicago
8500,chicago
12999,chicago
28999,chicago
17999,chicago
13699,chicago
5495,chicago
13699,chicago
10000,chicago
3000,chicago
3500,chicago
64831,chicago
18200,chicago
2440,chicago
89,chicago
52995,philadelphia
38900,philadelphia
65900,philadelphia
106962,philadelphia
33254,philadelphia
11500,philadelphia
20,philadelphia
12995,philadelphia
16900,philadelphia
39138,philadelphia
41849,philadelphia
122908,philadelphia
90,philadelphia
26000,philadelphia
59000,philadelphia
2500,philadelphia
24900,phoenix
3900,phoenix
23500,phoenix
13999,phoenix
83900,phoenix
35000,phoenix
32900,phoenix
40332,phoenix
56900,phoenix
4500,phoenix
20888,phoenix
12500,phoenix
2450,phoenix
12550,phoenix
7500,houston
10400,houston
6000,houston
10900,houston
14500,houston
600,houston
5500,houston
23500,houston
22500,houston
8000,houston
16700,houston
5000,houston
12900,houston
14500,houston
15700,houston
10700,houston
5000,houston
7800,houston
14777,dallas
10459,dallas
12500,dallas
16677,dallas
61100,dallas
24400,dallas
61100,dallas
21900,dallas
61300,dallas
32600,dallas
126699,dallas
27700,dallas
54800,dallas
22500,dallas
34100,dallas
25878,dallas
89,chicago
7500,chicago
49500,chicago
5500,chicago
49000,chicago
39500,chicago
9750,chicago
15995,chicago
2700,chicago
18000,chicago
18000,chicago
19999,chicago
13000,philadelphia
7000,philadelphia
42000,philadelphia
9000,philadelphia
10000,philadelphia
29000,philadelphia
8700,philadelphia
8700,philadelphia
8700,philadelphia
39888,phoenix
42900,phoenix
124900,phoenix
50,phoenix
13900,phoenix
7600,phoenix
18400,phoenix
21990,phoenix
2600,phoenix
16750,phoenix
21990,phoenix
12888,phoenix
64930,phoenix
68888,phoenix
19900,phoenix
6000,phoenix
9500,houston
29900,houston
85000,houston
44000,houston
12500,houston
5900,houston
3900,houston
49980,houston
23900,houston
10980,houston
43480,houston
19380,houston
29480,houston
9500,houston
179000,dallas
6500,dallas
7000,dallas
18495,dallas
18995,dallas
10477,dallas
17995,dallas
73400,dallas
49447,dallas
375,dallas
8500,dallas
35996,dallas
17995,dallas
19495,dallas
18995,dallas
32142,dallas
28900,chicago
4995,chicago
12699,chicago
17999,chicago
10999,chicago
14999,chicago
10999,chicago
13699,chicago
7995,chicago
14999,chicago
7995,chicago
4995,chicago
17999,chicago
12699,chicago
7995,chicago
2995,phoenix
24888,phoenix
14490,phoenix
22888,phoenix
59888,phoenix
68888,phoenix
64930,phoenix
10990,phoenix
22900,phoenix
54900,phoenix
22888,phoenix
23888,phoenix
359,phoenix
59500,phoenix
9985,houston
9985,houston
5800,houston
10000,houston
9985,houston
10000,houston
12900,houston
10900,houston
6500,houston
49995,houston
19864,houston
49995,houston
400,houston
39900,houston
5500,houston
9750,houston
25900,houston
13999,dallas
5800,dallas
29997,dallas
55700,dallas
55300,dallas
9250,dallas
21350,dallas
59937,dallas
21907,dallas
69000,dallas
17731,dallas
64995,dallas
13071,dallas
17495,phoenix
149995,phoenix
14995,phoenix
15990,phoenix
19950,phoenix
79499,phoenix
16900,phoenix
30,phoenix
42900,phoenix
196,phoenix
6800,phoenix
35472,phoenix
19193,phoenix
44812,phoenix
34995,phoenix
500,houston
27000,houston
800,houston
46858,houston
600,houston
56900,houston
6200,houston
9500,houston
49900,houston
3800,houston
16500,houston
24900,houston
13500,houston
7900,houston
24995,dallas
79995,dallas
37900,sfbay
8490,phoenix
80,phoenix
99,phoenix
700,phoenix
20900,phoenix
84900,phoenix
32900,phoenix
33500,phoenix
16900,phoenix
56041,phoenix
31500,phoenix
35655,phoenix
25998,phoenix
64900,phoenix
53888,phoenix
15995,phoenix
23900,phoenix
89995,losangeles
22900,houston
5300,houston
24000,houston
24000,houston
4200,houston
75,houston
24995,houston
39900,sfbay
26400,sfbay
10650,sfbay
36999,sfbay
3515,sfbay
5900,sfbay
145909,sfbay
20990,sfbay
35999,sfbay
15999,sfbay
26400,sfbay
33888,sfbay
26985,sfbay
26950,sfbay
12000,sfbay
3014,sfbay
61500,sfbay
3200,phoenix
180701,phoenix
100,phoenix
48900,phoenix
30400,phoenix
64009,phoenix
19230,phoenix
82500,phoenix
18990,phoenix
28999,phoenix
19995,phoenix
12888,phoenix
20990,phoenix
9900,phoenix
22900,phoenix
17500,losangeles
84995,losangeles
32995,losangeles
89995,losangeles
47995,losangeles
74995,losangeles
79995,losangeles
79995,losangeles
62995,losangeles
26400,losangeles
15000,losangeles
5900,sfbay
9988,sfbay
5990,sfbay
13500,sfbay
12890,sfbay
9900,sfbay
21900,sfbay
15995,sfbay
9200,sfbay
15175,sfbay
13900,sfbay
25000,sfbay
21350,sfbay
31500,sfbay
26900,sfbay
33933,sfbay
26950,sfbay
47950,losangeles
59950,losangeles
89950,losangeles
19950,losangeles
45900,losangeles
35900,losangeles
35900,losangeles
47950,losangeles
35900,losangeles
19950,losangeles
89950,losangeles
52400,losangeles
30995,losangeles
17750,losangeles
6299,losangeles
3013,sfbay
45990,sfbay
27995,sfbay
26950,sfbay
42900,sfbay
31991,sfbay
46886,sfbay
18750,sfbay
33494,sfbay
24985,sfbay
13790,sfbay
77977,sfbay
4500,sfbay
64996,sfbay
69500,sfbay
14750,losangeles
12997,losangeles
5000,losangeles
16595,losangeles
68900,losangeles
23000,losangeles
4099,losangeles
30995,losangeles
33750,losangeles
59999,losangeles
22495,losangeles
32000,losangeles
63975,losangeles
21975,losangeles
7000,losangeles
39999,losangeles
36999,sfbay
42900,sfbay
10500,sfbay
57000,sfbay
18900,sfbay
15500,sfbay
53888,sfbay
27977,sfbay
29888,sfbay
11500,sfbay
55900,sfbay
36500,sfbay
28999,sfbay
11000,sfbay
16990,sandiego
34995,losangeles
3500,losangeles
3500,losangeles
3500,losangeles
795,losangeles
100,losangeles
16750,losangeles
24975,losangeles
10000,losangeles
6999,losangeles
19500,losangeles
11000,losangeles
27995,losangeles
36999,sfbay
25998,sfbay
9800,sfbay
20996,sfbay
10900,sfbay
47996,sfbay
52000,sfbay
42900,sfbay
10,sfbay
6895,sfbay
13950,sfbay
1,sfbay
13500,sfbay
89,sfbay
9300,sfbay
55733,sfbay
6895,sfbay
16990,sandiego
19990,sandiego
4400,sandiego
9500,sandiego
9500,sandiego
28900,sandiego
20,sandiego
34950,sandiego
1100,sandiego
7500,sandiego
18950,sandiego
12900,sandiego
124900,sandiego
19500,sandiego
100,sandiego
125,sandiego
16500,sandiego
8000,losangeles
1500,losangeles
28975,losangeles
41995,losangeles
250,losangeles
20975,losangeles
28975,losangeles
38466,losangeles
28975,losangeles
175,losangeles
225,losangeles
55900,losangeles
26965,losangeles
42963,sfbay
31854,sfbay
41000,sfbay
1,sfbay
35,sandiego
12000,sandiego
100,sandiego
1100,sandiego
12000,sandiego
140,sandiego
70,sandiego
650,sandiego
12900,sandiego
70000,sandiego
300,sandiego
8000,sandiego
35000,sandiego
17595,losangeles
400,losangeles
9000,losangeles
4800,losangeles
41995,losangeles
70,losangeles
4000,losangeles
7500,losangeles
17500,losangeles
11995,losangeles
9995,losangeles
37995,losangeles
11000,losangeles
38975,losangeles
175,losangeles
22500,sandiego
89,sandiego
15950,sandiego
19950,sandiego
89,sandiego
42196,sandiego
89,sandiego
89,sandiego
2000,sandiego
14995,sandiego
48654,sandiego
15500,sandiego
5900,sandiego
17000,sandiego
13500,sandiego
46174,sandiego
23975,losangeles
200,losangeles
60,losangeles
41995,losangeles
23975,losangeles
25000,losangeles
26000,losangeles
49900,losangeles
39975,losangeles
43995,losangeles
7000,losangeles
17995,losangeles
7000,losangeles
15500,sandiego
50,sandiego
26924,sandiego
21995,sandiego
19950,sandiego
220000,sandiego
17950,sandiego
1,sandiego
75,sandiego
10500,sandiego
22990,sandiego
47995,sandiego
79995,sandiego
84995,sandiego
399,sandiego
89995,sandiego
69995,sandiego
9000,sandiego
1995,sandiego
225,sandiego
89700,sandiego
39990,sandiego
34950,sandiego
4800,sandiego
89900,sandiego
39990,sandiego
34950,sandiego
68995,sandiego
34995,sandiego
40,sandiego
40,sandiego
26000,sandiego
7999,sandiego
84,sandiego
500,sandiego
25990,sandiego
9300,sandiego
135,sandiego
1329,sandiego
28995,sandiego
24990,sandiego
1800,sandiego
47990,sandiego
50,sandiego
7000,sandiego
47500,sandiego
87500,sandiego
26995,sanantonio
14999,chicago
4950,sanantonio
5400,sanantonio
2000,sanantonio
5950,sanantonio
5800,sanantonio
5800,sanantonio
57995,sanantonio
60,sanantonio
27691,sanantonio
47995,sanantonio
54995,sanantonio
19995,sanantonio
10999,chicago
16999,chicago
7995,chicago
1200,chicago
12900,chicago
19995,chicago
10900,chicago
23958,chicago
300,chicago
24691,chicago
20216,chicago
17391,chicago
21664,chicago
7995,chicago
8900,chicago
5495,chicago
12975,sanantonio
25995,sanantonio
65000,sanantonio
12995,sanantonio
44226,sanantonio
22695,sanantonio
25595,sanantonio
46995,sanantonio
18995,sanantonio
14125,sanantonio
25995,sanantonio
23995,sanantonio
18000,sanantonio
26995,losangeles
12699,chicago
13699,chicago
7995,chicago
12699,chicago
16995,chicago
17999,chicago
92,chicago
92,chicago
4995,chicago
31000,chicago
2570,chicago
5495,chicago
1750,chicago
149995,chicago
26911,chicago
47300,dallas
17995,houston
22995,sanantonio
28885,sanantonio
13125,sanantonio
19995,sanantonio
26125,sanantonio
9995,sanantonio
250,sanantonio
16680,sanantonio
25995,sanantonio
60,sanantonio
44995,sanantonio
8500,sanantonio
34995,sanantonio
21995,sanantonio
39995,sanantonio
300,losangeles
5000,losangeles
2500,losangeles
174450,losangeles
19000,losangeles
22500,losangeles
15000,losangeles
19000,losangeles
11999,losangeles
3500,losangeles
23975,losangeles
11999,losangeles
7000,losangeles
1750,chicago
1750,chicago
4300,chicago
2410,chicago
30,chicago
6995,chicago
8900,chicago
6900,chicago
19900,chicago
1,chicago
1,chicago
15000,chicago
75000,chicago
50,chicago
8500,chicago
82900,chicago
18500,chicago
16995,dallas
12995,dallas
29031,dallas
15995,dallas
22884,dallas
17907,dallas
9995,dallas
34995,dallas
15995,dallas
32259,dallas
36988,dallas
49000,houston
14995,houston
61500,houston
5950,houston
6800,houston
500,houston
15800,houston
9500,houston
7250,houston
16900,houston
4000,houston
6999,houston
27000,houston
39995,sanantonio
54995,sanantonio
56995,sanantonio
24355,sanantonio
19995,sanantonio
3500,sanantonio
38000,sanantonio
2400,sanantonio
56052,sanantonio
55700,sanantonio
127980,sanantonio
64537,sanantonio
56432,sanantonio
10000,sanantonio
17995,sanantonio
21,losangeles
7000,losangeles
21995,losangeles
145,losangeles
145,losangeles
145,losangeles
69475,losangeles
21995,losangeles
36975,losangeles
6595,losangeles
6595,losangeles
6595,losangeles
11000,losangeles
6595,losangeles
21995,losangeles
2657,chicago
4300,chicago
90,chicago
500,chicago
719,chicago
1,chicago
1649,chicago
13000,chicago
18500,chicago
22000,chicago
259900,chicago
238000,chicago
10500,philadelphia
89823,dallas
79995,dallas
74883,dallas
61700,dallas
74385,dallas
89823,dallas
75477,dallas
13995,dallas
16370,dallas
54750,dallas
59995,dallas
55000,dallas
9995,dallas
12668,dallas
10995,dallas
500,houston
16000,houston
16700,houston
58700,houston
2400,houston
42000,houston
28500,houston
11500,houston
16500,houston
1,houston
8900,houston
22689,houston
14500,houston
7900,houston
12000,houston
19900,houston
24900,houston
13200,sanantonio
2800,sanantonio
79995,sanantonio
900,sanantonio
1,sanantonio
29995,sanantonio
39936,sanantonio
10125,sanantonio
47995,sanantonio
26995,sanantonio
33125,sanantonio
28595,sanantonio
1000,sanantonio
32925,sanantonio
18995,sanantonio
44995,sanantonio
39995,sanantonio
9010,losangeles
1000,losangeles
6900,losangeles
1,losangeles
42900,losangeles
10975,losangeles
6595,losangeles
14975,losangeles
25,losangeles
6595,losangeles
1,losangeles
89900,losangeles
300,losangeles
259900,chicago
1269,chicago
259900,chicago
12450,chicago
1,chicago
1,chicago
8900,chicago
34900,chicago
270,chicago
13500,chicago
66900,chicago
51643,chicago
12450,chicago
14500,chicago
5000,chicago
39950,philadelphia
16900,philadelphia
64943,philadelphia
46216,philadelphia
35280,philadelphia
1500,philadelphia
28900,philadelphia
8000,philadelphia
54837,philadelphia
2500,philadelphia
2575,philadelphia
6500,philadelphia
7900,philadelphia
100,philadelphia
42900,philadelphia
26900,philadelphia
77330,dallas
21988,dallas
19750,dallas
12995,dallas
16750,dallas
46891,dallas
14750,dallas
25995,dallas
77330,dallas
12750,dallas
89823,dallas
13750,dallas
32668,dallas
64868,dallas
50000,dallas
48838,dallas
56750,dallas
28900,houston
32900,houston
21600,houston
16900,houston
13995,houston
7950,houston
4900,houston
10995,houston
24995,houston
7995,houston
7495,houston
5395,houston
7500,houston
24995,houston
18900,houston
100,houston
24900,houston
4900,sanantonio
28995,sanantonio
23995,sanantonio
57995,sanantonio
21925,sanantonio
53125,sanantonio
21995,sanantonio
30845,phoenix
6800,losangeles
45995,losangeles
21995,losangeles
89900,losangeles
18995,losangeles
12500,losangeles
89900,losangeles
2900,losangeles
2000,losangeles
12900,losangeles
4800,losangeles
55920,losangeles
59920,losangeles
37940,losangeles
26400,losangeles
16999,losangeles
84990,losangeles
19990,sandiego
12450,chicago
12450,chicago
18000,chicago
2700,chicago
5000,chicago
85,chicago
1,chicago
125,chicago
15500,philadelphia
175,philadelphia
5400,philadelphia
1750,philadelphia
2800,philadelphia
5999,philadelphia
8500,philadelphia
36000,philadelphia
7299,philadelphia
8500,philadelphia
22500,philadelphia
950,philadelphia
26650,philadelphia
23495,philadelphia
12668,dallas
19900,dallas
9750,dallas
72060,dallas
79655,dallas
72060,dallas
86949,dallas
3500,dallas
12000,dallas
42000,dallas
133447,dallas
29900,dallas
8977,dallas
5600,dallas
44500,dallas
8500,dallas
19900,dallas
100,houston
8000,houston
3400,houston
1995,houston
6600,houston
2006,houston
19995,houston
3250,houston
300,houston
59995,houston
40,houston
50,houston
20,houston
300,houston
34000,phoenix
29900,phoenix
2400,phoenix
60,phoenix
9990,phoenix
65,phoenix
42900,phoenix
79684,phoenix
39900,phoenix
16888,phoenix
65,phoenix
26500,phoenix
54990,phoenix
400,phoenix
42900,losangeles
44998,losangeles
13999,losangeles
45995,losangeles
26400,losangeles
29998,losangeles
34998,losangeles
850,losangeles
9998,losangeles
75000,losangeles
75000,losangeles
8798,losangeles
22495,losangeles
58998,losangeles
5900,losangeles
35900,losangeles
3500,sandiego
600,sandiego
34990,sandiego
350,sandiego
2430,sandiego
100,sandiego
35000,sandiego
5000,sandiego
14500,sandiego
36000,sandiego
35000,sandiego
8000,sandiego
5000,sandiego
7500,sandiego
17500,sandiego
3500,sandiego
8500,sandiego
29959,philadelphia
11900,philadelphia
181380,philadelphia
124610,philadelphia
82378,philadelphia
1995,philadelphia
168185,philadelphia
116023,philadelphia
157810,philadelphia
16490,philadelphia
2650,philadelphia
3000,philadelphia
125,philadelphia
1000,philadelphia
21400,dallas
34599,dallas
45,dallas
4000,dallas
14900,dallas
14900,dallas
14900,dallas
14900,dallas
14900,dallas
58900,dallas
58900,dallas
67800,dallas
36500,dallas
14900,dallas
36500,dallas
59590,dallas
56850,dallas
38100,houston
